Name,Cost,Cost per Click,Leads,Cost per Lead,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,ROAS,Profit,Ad Set ID,Category ID,Account ID
SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,40.21,13.40,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-40.21,120238198717920350,120238198716820350,1400488071021805
Moving Cost Clarity - Offer Lead 7 - CIDSP6IW8O | CB7_MovingA2Bedroom | 02-26-2026,266.70,3.60,4,66.68,4,66.68,3,88.90,1,266.70,-,0,0,0,0,0,-266.70,120244614680650350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026,52.52,0.49,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-52.52,120244296367920350,120244296367860350,1400488071021805
VHK16_EnjoyHolidayMove | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-11-2025,224.05,2.02,9,24.89,4,56.01,5,44.81,1,224.05,2,112.03,0,0,0,0,-224.05,120241095797040350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 8 - CIDP5JTM1Z | CB7_MovingA2Bedroom | 02-23-2026,20.18,10.09,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-20.18,120244296367940350,120244296367860350,1400488071021805
VHK15_NeedHolidayMove | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-11-2025,261.02,1.65,4,65.26,3,87.01,2,130.51,2,130.51,-,0,0,0,0,0,-261.02,120241095797040350,120235716942630350,1400488071021805
VHK24_IThoughtMyMove | VB7_LessThanWhatIBudgeted | VV12_UGC_SavingsAngle_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026,1656.43,0.90,64,25.88,20,82.82,20,82.82,2,828.22,4,414.11,0,0,0,0,-1656.43,120243094261650350,120235716942630350,1400488071021805
SC45_MoreWorkThanYouThink | SV23_BeforeAndAfter | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,58.59,2.25,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-58.59,120242666692480350,120235716942630350,1400488071021805
Belongings Protection - Story Lead 5 - CIDN2G7LC2 | CB7_MovingA2Bedroom | 03-02-2026,55.89,1.19,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-55.89,120244708675690350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026,191.81,0.53,5,38.36,4,47.95,14,13.70,3,63.94,1,191.81,0,0,0,0,-191.81,120244294202420350,120235716942630350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB3_CostSavings | 09-30-2025,768.84,4.72,9,85.43,8,96.11,1,768.84,1,768.84,1,768.84,0,0,0,0,-768.84,120236564278100350,120235716942630350,1400488071021805
VHK21_NoOneTellsYou | VB6_MovingOffBecauseCost | VV8_UGC_CostAngle2_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026,289.46,1.46,3,96.49,2,144.73,1,289.46,-,0,1,289.46,0,0,0,0,-289.46,120243092394970350,120235716942630350,1400488071021805
